,piece,current_position,next_position,skip,reward
0,"(255, 255, 255)","(2, 7)","(3, 6)",-,0
1,"(255, 255, 255)","(1, 6)","(2, 7)",-,0
2,"(255, 255, 255)","(0, 5)","(1, 6)",-,0
3,"(255, 255, 255)","(2, 1)","(3, 0)",-,0
4,"(255, 255, 255)","(2, 5)","(3, 4)",-,0
5,"(255, 255, 255)","(2, 3)","(3, 2)",-,0
6,"(255, 255, 255)","(3, 6)","(4, 5)",-,0
7,"(255, 255, 255)","(1, 4)","(2, 5)",-,0
8,"(255, 255, 255)","(1, 0)","(3, 2)","[(255, 0, 0)]",40
9,"(255, 255, 255)","(1, 2)","(2, 3)",-,0
10,"(255, 255, 255)","(0, 1)","(1, 0)",-,0
11,"(255, 255, 255)","(3, 0)","(7, 0)","[(255, 0, 0), (255, 0, 0)]",84
12,"(255, 255, 255)","(7, 0)","(6, 1)",-,0
13,"(255, 255, 255)","(3, 2)","(4, 1)",-,0
14,"(255, 255, 255)","(4, 5)","(5, 6)",-,0
15,"(255, 255, 255)","(1, 0)","(2, 1)",-,0
16,"(255, 255, 255)","(2, 3)","(3, 2)",-,0
17,"(255, 255, 255)","(6, 1)","(7, 0)",-,4
18,"(255, 255, 255)","(0, 3)","(1, 4)",-,0
19,"(255, 255, 255)","(7, 0)","(6, 1)",-,0
20,"(255, 255, 255)","(3, 2)","(5, 4)","[(255, 0, 0)]",40
21,"(255, 255, 255)","(6, 1)","(7, 2)",-,4
22,"(255, 255, 255)","(2, 5)","(3, 4)",-,0
23,"(255, 255, 255)","(7, 2)","(6, 3)",-,0
24,"(255, 255, 255)","(6, 3)","(7, 4)",-,4
25,"(255, 255, 255)","(7, 4)","(6, 5)",-,0
26,"(255, 255, 255)","(6, 5)","(5, 6)",-,0
27,"(255, 255, 255)","(5, 6)","(4, 7)",-,0
28,"(255, 255, 255)","(3, 4)","(5, 6)","[(255, 0, 0)]",40
29,"(255, 255, 255)","(1, 6)","(2, 5)",-,0
30,"(255, 255, 255)","(0, 7)","(1, 6)",-,0
31,"(255, 255, 255)","(2, 5)","(4, 3)","[(255, 0, 0)]",40
32,"(255, 255, 255)","(4, 3)","(5, 2)",-,0
33,"(255, 255, 255)","(5, 2)","(6, 3)",-,0
34,"(255, 255, 255)","(2, 7)","(3, 6)",-,0
35,"(255, 255, 255)","(5, 6)","(7, 4)","[(255, 0, 0)]",44
36,"(255, 255, 255)","(3, 6)","(4, 5)",-,0
37,"(255, 255, 255)","(4, 7)","(5, 6)",-,0
38,"(255, 255, 255)","(4, 5)","(5, 4)",-,0
39,"(255, 255, 255)","(5, 6)","(4, 7)",-,0
40,"(255, 255, 255)","(7, 4)","(6, 5)",-,0
41,"(255, 255, 255)","(4, 7)","(3, 6)",-,0
42,"(255, 255, 255)","(6, 5)","(5, 6)",-,0
43,"(255, 255, 255)","(3, 6)","(2, 7)",-,0
44,"(255, 255, 255)","(6, 3)","(7, 2)",-,4
45,"(255, 255, 255)","(5, 4)","(6, 5)",-,0
46,"(255, 255, 255)","(2, 7)","(3, 6)",-,0
47,"(255, 255, 255)","(6, 5)","(7, 4)",-,4
48,"(255, 255, 255)","(3, 6)","(2, 5)",-,0
49,"(255, 255, 255)","(2, 5)","(3, 4)",-,0
50,"(255, 255, 255)","(3, 4)","(2, 5)",-,0
51,"(255, 255, 255)","(2, 5)","(1, 6)",-,0
52,"(255, 255, 255)","(1, 6)","(2, 7)",-,0
53,"(255, 255, 255)","(7, 4)","(5, 2)","[(255, 0, 0)]",40
54,"(255, 255, 255)","(5, 2)","(4, 1)",-,0
55,"(255, 255, 255)","(4, 1)","(5, 2)",-,0
56,"(255, 255, 255)","(7, 2)","(6, 3)",-,0
57,"(255, 255, 255)","(6, 3)","(7, 4)",-,4
58,"(255, 255, 255)","(7, 4)","(6, 3)",-,0
59,"(255, 255, 255)","(2, 7)","(1, 6)",-,0
60,"(255, 255, 255)","(6, 3)","(7, 4)",-,4
61,"(255, 255, 255)","(5, 2)","(6, 3)",-,0
62,"(255, 255, 255)","(7, 4)","(6, 5)",-,0
63,"(255, 255, 255)","(6, 5)","(5, 4)",-,0
64,"(255, 255, 255)","(1, 6)","(0, 7)",-,4
65,"(255, 255, 255)","(5, 4)","(6, 5)",-,0
66,"(255, 255, 255)","(6, 3)","(7, 4)",-,4
67,"(255, 255, 255)","(7, 4)","(6, 3)",-,0
68,"(255, 255, 255)","(6, 3)","(7, 4)",-,4
69,"(255, 255, 255)","(7, 4)","(6, 3)",-,0
70,"(255, 255, 255)","(6, 3)","(7, 2)",-,4
71,"(255, 255, 255)","(6, 5)","(5, 6)",-,0
72,"(255, 255, 255)","(5, 6)","(4, 5)",-,0
73,"(255, 255, 255)","(4, 5)","(3, 6)",-,0
74,"(255, 255, 255)","(3, 6)","(4, 7)",-,0
75,"(255, 255, 255)","(4, 7)","(3, 6)",-,0
76,"(255, 255, 255)","(7, 2)","(6, 1)",-,0
77,"(255, 255, 255)","(6, 1)","(7, 0)",-,4
78,"(255, 255, 255)","(0, 7)","(1, 6)",-,0
79,"(255, 255, 255)","(7, 0)","(6, 1)",-,0
80,"(255, 255, 255)","(6, 1)","(7, 0)",-,4
81,"(255, 255, 255)","(1, 6)","(3, 4)","[(255, 0, 0)]",40
82,"(255, 255, 255)","(7, 0)","(6, 1)",-,0
83,"(255, 255, 255)","(6, 1)","(5, 0)",-,0
84,"(255, 255, 255)","(3, 4)","(4, 5)",-,0
85,"(255, 255, 255)","(4, 5)","(3, 4)",-,0
86,"(255, 255, 255)","(3, 4)","(2, 5)",-,0
87,"(255, 255, 255)","(5, 0)","(6, 1)",-,0
88,"(255, 255, 255)","(2, 5)","(1, 4)",-,0
89,"(255, 255, 255)","(6, 1)","(5, 0)",-,0
90,"(255, 255, 255)","(5, 0)","(6, 1)",-,0
91,"(255, 255, 255)","(6, 1)","(7, 0)",-,4
92,"(255, 255, 255)","(7, 0)","(6, 1)",-,0
93,"(255, 255, 255)","(6, 1)","(7, 2)",-,4
94,"(255, 255, 255)","(7, 2)","(6, 3)",-,0
95,"(255, 255, 255)","(6, 3)","(5, 2)",-,0
96,"(255, 255, 255)","(5, 2)","(4, 3)",-,0
97,"(255, 255, 255)","(4, 3)","(5, 4)",-,0
98,"(255, 255, 255)","(5, 4)","(4, 5)",-,0
99,"(255, 255, 255)","(4, 5)","(5, 4)",-,0
100,"(255, 255, 255)","(5, 4)","(6, 3)",-,0
101,"(255, 255, 255)","(6, 3)","(5, 4)",-,0
102,"(255, 255, 255)","(5, 4)","(6, 3)",-,0
103,"(255, 255, 255)","(6, 3)","(5, 2)",-,0
104,"(255, 255, 255)","(5, 2)","(6, 3)",-,0
105,"(255, 255, 255)","(6, 3)","(5, 2)",-,0
106,"(255, 255, 255)","(5, 2)","(6, 1)",-,0
107,"(255, 255, 255)","(6, 1)","(5, 2)",-,0
108,"(255, 255, 255)","(5, 2)","(7, 4)","[(255, 0, 0)]",44
109,"(255, 255, 255)","(7, 4)","(6, 5)",-,0
110,"(255, 255, 255)","(6, 5)","(5, 4)",-,0
111,"(255, 255, 255)","(5, 4)","(6, 3)",-,0
112,"(255, 255, 255)","(6, 3)","(7, 2)",-,4
113,"(255, 255, 255)","(7, 2)","(6, 3)",-,0
114,"(255, 255, 255)","(6, 3)","(7, 4)",-,4
115,"(255, 255, 255)","(7, 4)","(6, 5)",-,0
116,"(255, 255, 255)","(6, 5)","(7, 4)",-,4
117,"(255, 255, 255)","(7, 4)","(5, 6)","[(255, 0, 0)]",40
118,"(255, 255, 255)","(5, 6)","(4, 5)",-,0
119,"(255, 255, 255)","(4, 5)","(5, 6)",-,0
120,"(255, 255, 255)","(5, 6)","(6, 5)",-,0
121,"(255, 255, 255)","(6, 5)","(7, 4)",-,4
122,"(255, 255, 255)","(7, 4)","(6, 5)",-,0
123,"(255, 255, 255)","(6, 5)","(5, 6)",-,0
124,"(255, 255, 255)","(5, 6)","(6, 7)",-,0
125,"(255, 255, 255)","(6, 7)","(7, 6)",-,4
126,"(255, 255, 255)","(7, 6)","(6, 5)",-,0
127,"(255, 255, 255)","(6, 5)","(7, 4)",-,4
128,"(255, 255, 255)","(7, 4)","(6, 3)",-,0
129,"(255, 255, 255)","(6, 3)","(5, 2)",-,0
130,"(255, 255, 255)","(5, 2)","(4, 3)",-,0
131,"(255, 255, 255)","(4, 3)","(3, 4)",-,0
132,"(255, 255, 255)","(3, 4)","(4, 5)",-,0
133,"(255, 255, 255)","(4, 5)","(3, 4)",-,0
134,"(255, 255, 255)","(3, 4)","(2, 5)",-,0
135,"(255, 255, 255)","(2, 5)","(1, 4)",-,0
136,"(255, 255, 255)","(1, 4)","(0, 3)",-,4
137,"(255, 255, 255)","(0, 3)","(1, 2)",-,0
138,"(255, 255, 255)","(1, 2)","(0, 3)",-,4
139,"(255, 255, 255)","(0, 3)","(1, 4)",-,0
140,"(255, 255, 255)","(1, 4)","(0, 5)",-,4
141,"(255, 255, 255)","(0, 5)","(1, 4)",-,0
142,"(255, 255, 255)","(1, 4)","(2, 3)",-,0
143,"(255, 255, 255)","(2, 3)","(3, 2)",-,0
144,"(255, 255, 255)","(3, 2)","(4, 1)",-,0
145,"(255, 255, 255)","(4, 1)","(5, 0)",-,0
146,"(255, 255, 255)","(5, 0)","(4, 1)",-,0
147,"(255, 255, 255)","(4, 1)","(5, 0)",-,0
148,"(255, 255, 255)","(5, 0)","(4, 1)",-,0
149,"(255, 255, 255)","(4, 1)","(5, 0)",-,0
150,"(255, 255, 255)","(5, 0)","(4, 1)",-,0
151,"(255, 255, 255)","(4, 1)","(3, 0)",-,0
152,"(255, 255, 255)","(3, 0)","(4, 1)",-,0
153,"(255, 255, 255)","(4, 1)","(5, 0)",-,0
154,"(255, 255, 255)","(5, 0)","(4, 1)",-,0
155,"(255, 255, 255)","(4, 1)","(5, 2)",-,0
156,"(255, 255, 255)","(5, 2)","(6, 1)",-,0
157,"(255, 255, 255)","(6, 1)","(5, 2)",-,0
158,"(255, 255, 255)","(5, 2)","(6, 3)",-,0
159,"(255, 255, 255)","(6, 3)","(5, 4)",-,0
160,"(255, 255, 255)","(5, 4)","(6, 5)",-,0
161,"(255, 255, 255)","(6, 5)","(5, 4)",-,0
162,"(255, 255, 255)","(5, 4)","(6, 3)",-,0
163,"(255, 255, 255)","(6, 3)","(7, 2)",-,4
164,"(255, 255, 255)","(7, 2)","(6, 3)",-,0
165,"(255, 255, 255)","(6, 3)","(7, 2)",-,4
166,"(255, 255, 255)","(7, 2)","(5, 0)","[(255, 0, 0)]",40
167,"(255, 255, 255)","(2, 1)","(3, 0)",-,0
168,"(255, 255, 255)","(2, 3)","(3, 4)",-,0
169,"(255, 255, 255)","(3, 4)","(4, 5)",-,0
170,"(255, 255, 255)","(1, 0)","(2, 1)",-,0
171,"(255, 255, 255)","(4, 5)","(5, 4)",-,0
172,"(255, 255, 255)","(2, 7)","(6, 7)","[(255, 0, 0), (255, 0, 0)]",80
173,"(255, 255, 255)","(2, 5)","(4, 7)","[(255, 0, 0)]",40
174,"(255, 255, 255)","(1, 6)","(2, 7)",-,0
175,"(255, 255, 255)","(3, 0)","(4, 1)",-,0
176,"(255, 255, 255)","(5, 4)","(6, 5)",-,0
177,"(255, 255, 255)","(2, 1)","(3, 0)",-,0
178,"(255, 255, 255)","(1, 4)","(2, 5)",-,0
179,"(255, 255, 255)","(1, 2)","(2, 1)",-,0
180,"(255, 255, 255)","(4, 7)","(6, 5)","[(255, 0, 0)]",40
181,"(255, 255, 255)","(0, 3)","(1, 4)",-,0
182,"(255, 255, 255)","(2, 5)","(3, 4)",-,0
183,"(255, 255, 255)","(6, 5)","(7, 4)",-,4
184,"(255, 255, 255)","(3, 4)","(4, 5)",-,0
185,"(255, 255, 255)","(4, 5)","(5, 6)",-,0
186,"(255, 255, 255)","(3, 0)","(4, 1)",-,0
187,"(255, 255, 255)","(2, 1)","(3, 0)",-,0
188,"(255, 255, 255)","(0, 1)","(1, 0)",-,0
189,"(255, 255, 255)","(4, 1)","(5, 0)",-,0
190,"(255, 255, 255)","(3, 0)","(4, 1)",-,0
191,"(255, 255, 255)","(1, 4)","(2, 3)",-,0
192,"(255, 255, 255)","(7, 4)","(6, 5)",-,0
193,"(255, 255, 255)","(2, 7)","(4, 5)","[(255, 0, 0)]",40
194,"(255, 255, 255)","(6, 5)","(7, 6)",-,4
195,"(255, 255, 255)","(7, 6)","(6, 5)",-,0
196,"(255, 255, 255)","(0, 7)","(1, 6)",-,0
197,"(255, 255, 255)","(1, 6)","(2, 5)",-,0
198,"(255, 255, 255)","(4, 5)","(5, 6)",-,0
199,"(255, 255, 255)","(1, 0)","(2, 1)",-,0
200,"(255, 255, 255)","(0, 5)","(2, 3)","[(255, 0, 0)]",40
201,"(255, 255, 255)","(6, 5)","(5, 4)",-,0
202,"(255, 255, 255)","(5, 4)","(6, 3)",-,0
203,"(255, 255, 255)","(6, 7)","(7, 6)",-,4
204,"(255, 255, 255)","(6, 3)","(7, 2)",-,4
205,"(255, 255, 255)","(5, 6)","(6, 7)",-,0
206,"(255, 255, 255)","(7, 6)","(6, 5)",-,0
207,"(255, 255, 255)","(2, 1)","(3, 0)",-,0
208,"(255, 255, 255)","(6, 5)","(5, 6)",-,0
209,"(255, 255, 255)","(7, 2)","(6, 3)",-,0
210,"(255, 255, 255)","(5, 6)","(4, 7)",-,0
211,"(255, 255, 255)","(6, 3)","(5, 4)",-,0
212,"(255, 255, 255)","(4, 7)","(5, 6)",-,0
213,"(255, 255, 255)","(2, 5)","(3, 4)",-,0
214,"(255, 255, 255)","(5, 6)","(4, 7)",-,0
215,"(255, 255, 255)","(4, 7)","(5, 6)",-,0
216,"(255, 255, 255)","(5, 6)","(4, 5)",-,0
217,"(255, 255, 255)","(4, 5)","(5, 6)",-,0
218,"(255, 255, 255)","(5, 6)","(4, 7)",-,0
219,"(255, 255, 255)","(3, 4)","(4, 5)",-,0
220,"(255, 255, 255)","(5, 0)","(6, 1)",-,0
221,"(255, 255, 255)","(4, 7)","(2, 5)","[(255, 0, 0)]",40
222,"(255, 255, 255)","(4, 1)","(6, 3)","[(255, 0, 0)]",40
223,"(255, 255, 255)","(3, 0)","(4, 1)",-,0
224,"(255, 255, 255)","(2, 5)","(1, 4)",-,0
225,"(255, 255, 255)","(6, 7)","(7, 6)",-,4
226,"(255, 255, 255)","(5, 4)","(4, 3)",-,0
227,"(255, 255, 255)","(4, 3)","(3, 4)",-,0
228,"(255, 255, 255)","(1, 4)","(0, 5)",-,4
229,"(255, 255, 255)","(6, 3)","(7, 4)",-,4
230,"(255, 255, 255)","(7, 6)","(6, 5)",-,0
231,"(255, 255, 255)","(4, 5)","(5, 4)",-,0
232,"(255, 255, 255)","(0, 5)","(1, 6)",-,0
233,"(255, 255, 255)","(6, 1)","(7, 0)",-,4
234,"(255, 255, 255)","(6, 5)","(5, 6)",-,0
235,"(255, 255, 255)","(5, 4)","(6, 3)",-,0
236,"(255, 255, 255)","(6, 3)","(7, 2)",-,4
237,"(255, 255, 255)","(5, 6)","(4, 5)",-,0
238,"(255, 255, 255)","(7, 4)","(6, 3)",-,0
239,"(255, 255, 255)","(6, 3)","(7, 4)",-,4
240,"(255, 255, 255)","(7, 4)","(6, 3)",-,0
241,"(255, 255, 255)","(4, 5)","(2, 3)","[(255, 0, 0)]",40
242,"(255, 255, 255)","(2, 3)","(1, 2)",-,0
243,"(255, 255, 255)","(6, 3)","(7, 4)",-,4
244,"(255, 255, 255)","(7, 2)","(6, 3)",-,0
245,"(255, 255, 255)","(1, 2)","(2, 1)",-,0
246,"(255, 255, 255)","(6, 3)","(7, 2)",-,4
247,"(255, 255, 255)","(7, 2)","(6, 3)",-,0
248,"(255, 255, 255)","(2, 1)","(3, 0)",-,0
249,"(255, 255, 255)","(3, 0)","(2, 1)",-,0
250,"(255, 255, 255)","(6, 3)","(5, 2)",-,0
251,"(255, 255, 255)","(7, 4)","(6, 3)",-,0
252,"(255, 255, 255)","(2, 1)","(0, 3)","[(255, 0, 0)]",44
253,"(255, 255, 255)","(7, 0)","(6, 1)",-,0
254,"(255, 255, 255)","(0, 3)","(2, 5)","[(255, 0, 0)]",40
255,"(255, 255, 255)","(6, 1)","(5, 0)",-,0
256,"(255, 255, 255)","(5, 2)","(6, 1)",-,0
257,"(255, 255, 255)","(6, 3)","(7, 2)",-,4
258,"(255, 255, 255)","(5, 0)","(4, 1)",-,0
259,"(255, 255, 255)","(7, 2)","(6, 3)",-,0
260,"(255, 255, 255)","(4, 1)","(5, 0)",-,0
261,"(255, 255, 255)","(6, 3)","(5, 4)",-,0
262,"(255, 255, 255)","(5, 4)","(4, 3)",-,0
263,"(255, 255, 255)","(4, 3)","(5, 2)",-,0
264,"(255, 255, 255)","(5, 2)","(4, 1)",-,0
265,"(255, 255, 255)","(5, 0)","(6, 1)",-,0
266,"(255, 255, 255)","(6, 1)","(7, 2)",-,4
267,"(255, 255, 255)","(7, 2)","(6, 1)",-,0
268,"(255, 255, 255)","(6, 1)","(5, 2)",-,0
269,"(255, 255, 255)","(5, 2)","(6, 3)",-,0
270,"(255, 255, 255)","(6, 3)","(7, 2)",-,4
271,"(255, 255, 255)","(7, 2)","(6, 3)",-,0
272,"(255, 255, 255)","(6, 3)","(5, 4)",-,0
273,"(255, 255, 255)","(5, 4)","(4, 5)",-,0
274,"(255, 255, 255)","(4, 5)","(3, 4)",-,0
275,"(255, 255, 255)","(3, 4)","(2, 3)",-,0
276,"(255, 255, 255)","(2, 3)","(1, 2)",-,0
277,"(255, 255, 255)","(1, 2)","(0, 3)",-,4
278,"(255, 255, 255)","(0, 3)","(1, 2)",-,0
279,"(255, 255, 255)","(1, 2)","(2, 3)",-,0
280,"(255, 255, 255)","(2, 3)","(1, 4)",-,0
281,"(255, 255, 255)","(1, 4)","(0, 5)",-,4
282,"(255, 255, 255)","(0, 5)","(1, 4)",-,0
283,"(255, 255, 255)","(1, 4)","(2, 5)",-,0
284,"(255, 255, 255)","(2, 5)","(1, 6)",-,0
285,"(255, 255, 255)","(1, 6)","(0, 7)",-,4
286,"(255, 255, 255)","(0, 7)","(1, 6)",-,0
287,"(255, 255, 255)","(1, 6)","(0, 5)",-,4
288,"(255, 255, 255)","(0, 5)","(1, 4)",-,0
289,"(255, 255, 255)","(1, 4)","(0, 5)",-,4
290,"(255, 255, 255)","(0, 5)","(1, 4)",-,0
291,"(255, 255, 255)","(1, 4)","(0, 3)",-,4
292,"(255, 255, 255)","(0, 3)","(1, 2)",-,0
293,"(255, 255, 255)","(1, 2)","(0, 1)",-,4
294,"(255, 255, 255)","(0, 1)","(1, 0)",-,0
295,"(255, 255, 255)","(1, 0)","(0, 1)",-,4
296,"(255, 255, 255)","(0, 1)","(1, 2)",-,0
297,"(255, 255, 255)","(1, 2)","(0, 1)",-,4
298,"(255, 255, 255)","(0, 1)","(1, 2)",-,0
299,"(255, 255, 255)","(1, 2)","(0, 3)",-,4
300,"(255, 255, 255)","(0, 3)","(1, 4)",-,0
301,"(255, 255, 255)","(1, 4)","(0, 5)",-,4
302,"(255, 255, 255)","(0, 5)","(1, 6)",-,0
303,"(255, 255, 255)","(1, 6)","(0, 5)",-,4
304,"(255, 255, 255)","(0, 5)","(1, 4)",-,0
305,"(255, 255, 255)","(1, 4)","(2, 5)",-,0
306,"(255, 255, 255)","(2, 5)","(1, 6)",-,0
307,"(255, 255, 255)","(1, 6)","(0, 7)",-,4
308,"(255, 255, 255)","(0, 7)","(1, 6)",-,0
309,"(255, 255, 255)","(1, 6)","(0, 5)",-,4
310,"(255, 255, 255)","(0, 5)","(1, 6)",-,0
311,"(255, 255, 255)","(1, 6)","(2, 5)",-,0
312,"(255, 255, 255)","(2, 5)","(1, 4)",-,0
313,"(255, 255, 255)","(1, 4)","(2, 5)",-,0
314,"(255, 255, 255)","(2, 5)","(1, 4)",-,0
315,"(255, 255, 255)","(1, 4)","(2, 3)",-,0
